Name,RAB1950,DEB1950,pm,pmPA,RV,Sp,Vmag,B-V,plx,_RA,_DE
Gl 51   ,01 00 08,+62 05.8, 0.727, 82.5,      ,M5          , 13.66, 1.68, 110.9,01 03 21,+62 22.0
NN 3073 ,01 00 28,+31 24.9, 0.269, 85.0,      ,m           , 13.64,     ,  44.0,01 03 14,+31 41.0
GJ 1026 ,01 00 32,+19 49.8, 0.644, 86.2,      ,M1.5        , 11.88,     ,  58.5,01 03 15,+20 05.9
GJ 1026 ,01 00 32,+19 49.8, 0.644, 86.2,      ,M3.5        , 12.40,     ,  58.5,01 03 15,+20 05.9
GJ 1027 ,01 01 14,+04 48.3, 0.388, 52.0,  61.0,DA6         , 13.96, 0.31,  46.8,01 03 50,+05 04.6
Wo 9036 ,01 01 59,-25 52.1, 0.338,185.7,   2.8,K5 V        ,  9.80, 1.19,  35.0,01 04 24,-25 36.3
GJ 1028 ,01 02 21,-18 23.9, 1.342, 71.5,      ,m           , 14.46, 1.87, 100.0,01 04 53,-18 07.5
Wo 9037 ,01 02 22,-39 44.9, 0.549,196.9,  22.4,G3 IV       ,  7.72, 0.60,  42.1,01 04 40,-39 29.3
GJ 1029 ,01 02 47,+28 13.6, 1.906, 95.0,      ,m           , 14.80, 1.89,  79.6,01 05 38,+28 29.5
Gl 52   ,01 03 45,+63 40.2, 1.576, 77.9,   2.9,K7 V        ,  8.98, 1.30,  67.2,01 07 09,+63 56.5
GJ 1030 ,01 04 03,+15 00.5, 0.320,199.0,      ,k-m         , 11.43, 1.47,  63.4,01 06 41,+15 16.3
Gl 52.1 ,01 04 35,-51 15.5, 0.497, 88.6,   8.7,K1 V        ,  8.85, 0.94,  47.0,01 06 48,-50 59.5
NN 3074 ,01 04 52,-32 41.6, 0.180,176.0,      ,m           , 10.76, 1.38,  42.0,01 07 14,-32 25.7
Gl 53   ,01 04 56,+54 40.5, 3.770,114.7, -98.1,G5 VI       ,  5.17, 0.69, 134.5,01 08 17,+54 55.2
Gl 53   ,01 04 56,+54 40.5, 3.770,114.7,      ,            , 11.00,     , 134.5,01 08 17,+54 55.2
Gl 52.2 ,01 04 56,+33 56.1, 1.464, 69.9,      ,M3          , 13.35, 1.59,  44.5,01 07 48,+34 12.5
Gl 53.1 ,01 04 56,+22 41.7, 0.500,168.2,   6.7,K4 V        ,  8.41, 1.12,  47.0,01 07 38,+22 57.3
Gl 53.1 ,01 04 56,+22 41.7, 0.500,168.2,      ,M3          , 13.60,     ,  47.0,01 07 38,+22 57.3
GJ 1031 ,01 05 52,-29 04.3, 0.714,100.4,      ,dM5         , 13.42, 1.70,  76.0,01 08 18,-28 48.4
Gl 53.2 ,01 06 01,+16 59.1, 0.583,187.6, -36.0,dK6         , 10.55, 1.27,  31.0,01 08 40,+17 14.6
NN 3075 ,01 06 04,-10 26.8, 0.252,122.3,  12.9,K1.5 III    ,  3.45, 1.16,  40.6,01 08 35,-10 10.9
Wo 9043 ,01 06 35,-31 11.7, 0.223,125.3,   7.9,G8/K0 V     ,  9.10, 0.79,  21.0,01 08 58,-30 55.8
GJ 1032 ,01 06 47,-24 57.4, 0.255, 86.0,      ,dM2         , 12.38, 1.53,  52.0,01 09 13,-24 41.4
GJ 2021 ,01 06 53,-24 46.3, 0.265,132.0,      ,m           , 14.52,     ,  65.0,01 09 19,-24 30.5
Gl 53.3 ,01 06 55,+35 21.4, 0.208,121.6,  -0.8,M0 IIIe     ,  2.05, 1.57,  48.7,01 09 43,+35 37.3
Gl 54   ,01 08 34,-67 43.1, 0.718, 34.0,  26.1,k           ,  9.80, 1.54, 120.9,01 10 23,-67 26.7
NN 3076 ,01 08 46,+15 10.5, 0.215,125.0,      ,m           , 14.36,     , 118.0,01 11 26,+15 26.3
NN 3077 ,01 09 19,+04 39.6, 0.623,146.4,      ,m           , 12.89, 1.62,  64.6,01 11 56,+04 55.1
NN 3078 ,01 09 21,+04 38.6, 0.623,146.4,      ,m           , 13.91, 1.70,  64.6,01 11 58,+04 54.1
NN 3079 ,01 09 55,-02 07.3, 0.050,180.0,      ,DAwk        , 14.09,     ,  99.0,01 12 28,-01 51.4
Gl 54.1 ,01 09 59,-17 16.4, 1.345, 62.3,  28.0,dM5  e      , 12.05, 1.84, 267.4,01 12 31,-17 00.0
NN 3080 ,01 10 13,+41 23.4, 0.324, 96.4,      ,G5          ,  7.28, 0.78,  47.0,01 13 06,+41 39.3
GJ 1033 ,01 11 00,-23 10.0, 0.090, 88.0,      ,            , 14.16, 1.58,  62.0,01 13 25,-22 54.1
NN 3081 ,01 11 48,-37 12.9, 0.745, 61.1,      ,dM2.5       , 13.85, 1.66,  43.0,01 14 09,-36 56.7
Gl 54.2 ,01 11 53,-08 11.5, 0.303, 23.7,  21.2,F5 V        ,  5.14, 0.45,  56.8,01 14 24,-07 55.4
Gl 54.2 ,01 11 51,-08 10.7, 0.312, 25.0,  22.1,K1 V        ,  7.85, 0.78,  56.8,01 14 22,-07 54.6
Wo 9046 ,01 12 11,-42 09.5, 0.125,241.8,      ,G0 V        ,  8.47, 0.56,  42.0,01 14 25,-41 53.7
NN 3082 ,01 12 30,-54 13.0, 0.324, 21.0,      ,M3          , 11.09, 1.48,  57.0,01 14 35,-53 56.9
Gl 54.3 ,01 12 51,-65 01.4, 0.353,149.6,      ,K0 IV/V     ,  9.05, 0.76,  47.5,01 14 41,-64 45.8
Gl 55   ,01 12 56,-45 47.9, 0.688, 74.6,  11.6,F8 V        ,  4.96, 0.58,  82.0,01 15 11,-45 31.9
Gl 55.1 ,01 13 19,-69 05.1, 0.414, 73.9,      ,K2 V        ,  7.80, 0.98,  53.0,01 15 01,-68 49.2
Gl 55.1 ,01 13 19,-69 05.1, 0.414, 73.9,      ,            ,  8.20,     ,  53.0,01 15 01,-68 49.2
GJ 1034 ,01 13 40,+24 04.2, 1.841,112.2,      ,m           , 15.04, 1.84,  48.5,01 16 30,+24 19.4
Gl 55.2 ,01 13 54,+25 04.2, 0.433,102.0, -30.0,dK5         , 10.08, 1.36,  42.0,01 16 39,+25 19.9
Gl 55.3 ,01 14 05,-69 08.5, 0.422, 74.0,   4.0,F6 IV  J    ,  4.99, 0.47,  50.7,01 15 47,-68 52.6
Gl 55.3 ,01 14 04,-69 08.4, 0.416, 73.4,   4.9,G5          ,  7.20,     ,  50.7,01 15 46,-68 52.5
GJ 1035 ,01 14 18,+83 53.3, 1.081,295.1,      ,m           , 14.77, 1.79,  73.2,01 19 51,+84 09.4
GJ 1036 ,01 14 57,-35 58.6, 0.193,154.0,      ,m           , 11.42, 1.53,  63.0,01 17 15,-35 43.0
Gl 56   ,01 15 05,-15 45.6, 0.544,150.1,  -8.8,K3 V        ,  9.77, 1.00,  26.0,01 17 34,-15 30.2
NN 3083 ,01 15 06,+28 24.7, 0.459,233.2,      ,M0.5        , 11.56,     ,  40.0,01 17 50,+28 40.2
NN 3084 ,01 15 18,+05 13.1, 0.649,171.3,      ,dM2         , 11.05,     ,  50.0,01 17 54,+05 28.3
GJ 1037 ,01 15 20,+15 55.1, 0.653,181.7,      ,DQ6         , 13.82, 0.12,  63.8,01 18 00,+16 10.3
Gl 56.1 ,01 15 47,-13 09.2, 0.696,165.8,      ,M3          , 11.76, 1.47,  45.1,01 18 16,-12 54.0
Gl 56.2 ,01 15 49,-48 24.9, 0.250, 63.0,      ,M1          , 11.55, 1.44,  30.0,01 17 59,-48 09.0
Gl 56.3 ,01 16 06,-01 07.6, 0.507,120.3,  18.2,K1 V        ,  8.00, 0.82,  39.0,01 18 41,-00 52.1
Gl 56.3 ,01 16 05,-01 08.0, 0.505,121.5,      ,M0          , 10.70, 1.41,  39.0,01 18 40,-00 52.5
Gl 56.4 ,01 16 43,+79 53.5, 0.330,108.0, -14.0,dK8         ,  9.66, 1.29,  56.0,01 21 31,+80 09.1
NN 3085 ,01 17 00,-26 40.0, 0.022,347.0,      ,m           , 13.46,     ,  41.0,01 19 23,-26 24.2
NN 3086 ,01 17 10,+38 43.5, 0.365, 60.0,      ,dM0         , 11.39, 1.31,  24.0,01 20 03,+38 59.4
NN 3087 ,01 17 11,+38 43.7, 0.365, 60.0,      ,k-m         , 14.35,     ,  24.0,01 20 04,+38 59.6
NN 3088 ,01 17 28,-27 42.5, 0.374, 98.0,      ,m           , 14.20,     ,  40.0,01 19 51,-27 26.8
NN 3089 ,01 17 42,+38 04.3, 0.040,122.0,      ,dK8         , 10.64, 1.14,  24.0,01 20 34,+38 20.0
Gl 56.5 ,01 17 50,+76 27.0, 0.049,225.9, -21.8,dK0         ,  7.11, 0.82,  57.0,01 21 59,+76 42.7
Gl 57   ,01 19 16,-41 54.7, 1.345,109.4,  29.0,dM0.5       , 10.14, 1.40,  59.0,01 21 35,-41 39.4
NN 3090 ,01 19 37,-46 58.5, 0.123,236.0,      ,M3          , 11.36, 1.44,  46.0,01 21 46,-46 42.9
NN 3091 ,01 19 46,-27 09.1, 0.231,198.8,      ,K2 V        ,  8.30,     ,  46.0,01 22 08,-26 53.6
NN 3092 ,01 19 48,-27 10.0, 0.242,196.0,      ,m           , 14.85,     ,  46.0,01 22 10,-26 54.5
NN 3093 ,01 20 12,+00 16.7, 0.567,202.4,      ,m           , 13.97, 1.76,  69.2,01 22 45,+00 31.9
NN 3094 ,01 20 12,+00 16.7, 0.567,202.4,      ,m           , 15.00,     ,  69.2,01 22 45,+00 31.9
NN 3095 ,01 20 20,+07 09.3, 0.257, 21.4,      ,G5          ,  7.33,     ,  66.0,01 22 57,+07 25.2
NN 3096 ,01 20 24,-26 04.0, 0.119, 58.0,      ,m           , 13.05,     ,  45.0,01 22 47,-25 48.3
Gl 57.1 ,01 20 33,-13 13.6, 0.477, 94.3,  30.6,K0 IV       ,  7.85, 0.90,  44.0,01 23 03,-12 58.0
Gl 57.1 ,01 20 31,-13 13.1, 0.474, 94.0,  58.3,dK7   J     , 10.38, 1.38,  44.0,01 23 01,-12 57.5
Gl 57.1 ,01 20 31,-13 13.1, 0.474, 94.0,      ,            , 13.10,     ,  44.0,01 23 01,-12 57.5
Wo 9056 ,01 22 10,+18 14.6, 0.581,108.8,   7.9,K2          ,  8.49, 0.89,  33.0,01 24 54,+18 30.0
GJ 1038 ,01 22 43,-33 06.8, 0.290, 60.5,      ,k-m         ,  9.80, 1.45,  59.0,01 25 02,-32 51.1
NN 3097 ,01 22 58,+09 30.2, 0.478,151.6,      ,dM3.5       , 13.13, 1.68,  67.0,01 25 37,+09 45.4
GJ 1039 ,01 23 02,-26 16.0, 0.551,156.8,      ,DC7         , 14.95, 0.40,  54.0,01 25 25,-26 00.8
Gl 58.2 ,01 26 20,+21 28.0, 0.499,111.7,  11.3,K2 V        ,  7.73, 0.96,  55.0,01 29 05,+21 43.3
NN 3098 ,01 30 05,-22 09.0, 1.062,210.7,      ,M1.5        , 11.21, 1.50,  51.0,01 32 26,-21 54.4
Gl 59   ,01 30 53,-24 25.9, 0.317,119.7, -49.1,G8 V        ,  6.97, 0.76,  70.4,01 33 16,-24 10.7
Gl 59   ,01 30 35,-24 29.7, 0.326,118.0,      ,m           , 12.77, 1.30,  70.4,01 32 58,-24 14.4
Gl 59.1 ,01 30 55,+68 41.5, 0.399,288.1, -33.4,G6 V        ,  6.53, 0.68,  53.0,01 34 33,+68 57.0
NN 3099 ,01 31 17,-44 09.5, 0.237, 74.6,      ,K0/1 V      ,  7.84, 0.83,  42.0,01 33 26,-43 54.1
Wo 9057 ,01 31 35,+34 25.4, 0.016, 42.9,  -4.5,F8          ,  9.56, 0.52,  40.8,01 34 27,+34 40.8
NN 3100 ,01 32 39,+41 47.2, 0.229,144.0,      ,dM0         , 10.99, 1.30,  40.6,01 35 37,+42 02.4
Gl 60   ,01 32 42,-30 10.0, 0.198, 52.6,  34.2,K3 V        ,  7.78, 0.92,  58.0,01 35 01,-29 54.6
Gl 60   ,01 32 42,-30 10.0, 0.198, 52.6,      ,K4 V        ,  8.00,     ,  58.0,01 35 01,-29 54.6
Gl 60   ,01 32 42,-30 10.0, 0.198, 52.6,      ,M2 V        , 10.40,     ,  58.0,01 35 01,-29 54.6
NN 3101 ,01 33 42,-27 02.0, 0.026, 11.0,      ,m           , 13.33,     ,  51.0,01 36 02,-26 46.7
Gl 61   ,01 33 51,+41 09.4, 0.415,204.4, -28.7,F8 V        ,  4.09, 0.54,  57.4,01 36 48,+41 24.4
Gl 62   ,01 34 49,-29 38.8, 0.296,102.3,  11.2,K0 V        ,  8.14, 0.86,  36.0,01 37 08,-29 23.6
Gl 63   ,01 35 07,+56 58.9, 0.397,204.4, -17.5,dM3         , 11.19, 1.39,  90.3,01 38 22,+57 13.8
NN 3102 ,01 35 15,-49 26.7, 0.534, 75.2,      ,K7          , 10.50,     ,  47.0,01 37 20,-49 11.3
Gl 64   ,01 35 26,-05 14.7, 0.675,121.0,      ,DA7         , 12.84, 0.35,  81.4,01 37 59,-04 59.8
GJ 1040 ,01 35 32,+44 20.1, 0.176, 50.5,      ,dK8         , 10.84, 1.20,  25.0,01 38 33,+44 35.4
NN 3103 ,01 35 54,+00 23.7, 0.529, 72.9,      ,k           , 11.55,     ,  54.0,01 38 30,+00 39.1
Gl 65   ,01 36 25,-18 12.7, 3.368, 80.4,  29.0,dM5.5e      , 12.57, 1.85, 380.7,01 39 01,-17 57.0
Gl 65   ,01 36 25,-18 12.7, 3.368, 80.4,  32.0,dM5.5e      , 12.70,     , 380.7,01 39 01,-17 57.0
NN 3104 ,01 36 55,+04 48.2, 0.168, 33.0,      ,M5          , 12.83,     ,  41.0,01 39 31,+05 03.5
NN 3105 ,01 37 24,+31 32.3, 0.481, 90.7,      ,m           , 13.91,     ,  61.0,01 40 17,+31 47.5
Gl 65.2 ,01 37 37,-46 45.7, 0.080,166.0,  29.4,M0          ,  9.86, 1.16,  65.4,01 39 41,-46 30.6
NN 3106 ,01 37 39,+63 33.6, 0.013,311.9,  -7.0,B5          , 10.07, 0.47,  76.7,01 41 09,+63 48.8
Wo 9059 ,01 37 52,+66 39.7, 0.748,110.3,  14.4,G5 V        ,  7.68, 0.68,  31.0,01 41 37,+66 54.6
Gl 66   ,01 37 54,-56 26.9, 0.278, 84.6,  19.5,K2 V        ,  5.80, 0.86, 148.9,01 39 48,-56 11.7
Gl 66   ,01 37 54,-56 26.9, 0.278, 84.6,  22.5,K3 V        ,  5.90, 0.80, 148.9,01 39 48,-56 11.7
Gl 67   ,01 38 44,+42 21.8, 0.826,100.4,   3.1,G1.5 V      ,  4.95, 0.62,  73.1,01 41 47,+42 36.8
Gl 67.1 ,01 39 09,-83 13.8, 0.180, 44.0,   5.4,G2 V        ,  5.88, 0.61,  58.0,01 37 56,-82 58.5
Gl 67.2 ,01 39 28,-45 40.3, 0.247, 90.2,  -4.5,G5 V        ,  9.30, 0.69,  52.9,01 41 34,-45 25.2
Gl 68   ,01 39 47,+20 01.6, 0.749,203.5, -33.7,K1 V        ,  5.22, 0.84, 126.5,01 42 30,+20 16.1
Gl 69   ,01 40 12,+63 34.8, 0.696,214.6, -50.7,K5 V        ,  8.41, 1.22,  75.1,01 43 41,+63 49.4
NN 3107 ,01 40 18,-24 53.0, 0.035,190.0,      ,m           , 12.02,     ,  41.0,01 42 39,-24 37.9
NN 3108 ,01 40 25,+27 35.5, 0.552, 92.3,      ,K7          , 10.40, 1.46,  52.0,01 43 16,+27 50.6
NN 3109 ,01 40 34,-53 59.4, 0.202,119.9,  12.9,F8 V        ,  5.52, 0.53,  53.0,01 42 30,-53 44.4
NN 3110 ,01 40 45,-42 27.2, 0.686,101.5,      ,M0          , 11.25,     ,  40.0,01 42 56,-42 12.2
Gl 70   ,01 40 46,+04 04.9, 0.861,209.5, -25.8,dM2         , 10.93, 1.54, 113.8,01 43 20,+04 19.3
NN 3111 ,01 41 29,-24 06.3, 0.046, 79.0,      ,m           , 13.28,     ,  45.0,01 43 50,-23 51.2
NN 3112 ,01 41 36,-67 32.2, 1.048,197.8,  51.0,DA7         , 13.88, 0.44,  79.0,01 42 58,-67 18.0
Gl 71   ,01 41 45,-16 12.0, 1.924,296.4, -17.0,G8 Vp       ,  3.49, 0.72, 286.0,01 44 04,-15 56.2
Gl 73   ,01 42 18,+16 06.0, 0.815,239.7,      ,M3          , 14.11, 1.67,  61.2,01 44 58,+16 20.7
Gl 74   ,01 43 58,+12 09.8, 0.078,163.7,  21.9,dK8         ,  8.90, 1.05,  40.0,01 46 38,+12 24.7
Gl 75   ,01 44 06,+63 36.4, 0.636,112.8,   4.0,K0 V        ,  5.63, 0.81,  97.2,01 47 45,+63 51.1
NN 3113 ,01 44 06,-08 53.8, 0.434,114.1,      ,M3          , 12.99, 1.58,  57.0,01 46 37,-08 39.0
NN 3114 ,01 45 17,+20 57.7, 0.417,120.0,      ,M3          , 12.16, 1.58,  56.0,01 48 04,+21 12.4
Gl 76   ,01 45 20,-26 59.7, 0.295,200.4,  25.0,K1 V        ,  8.98, 0.81,  23.0,01 47 38,-26 45.0
NN 3115 ,01 45 52,+32 26.3, 0.349,330.0, -26.5,F8 V        ,  5.79, 0.55,  49.0,01 48 44,+32 41.5
Gl 77   ,01 46 12,-41 44.7, 0.445, 69.9,  35.7,G4 V        ,  7.14, 0.65,  37.0,01 48 21,-41 29.7
Wo 9061 ,01 47 08,-10 56.0, 0.176,239.1,  -0.9,F3 III      ,  4.67, 0.33,  40.0,01 49 35,-10 41.2
Wo 9061 ,01 46 56,-10 57.0, 0.175,239.8,  -2.5,dG1         ,  6.77, 0.62,  40.0,01 49 23,-10 42.2
NN 3116 ,01 47 44,+18 02.9, 0.250,105.0,      ,M0          , 10.79, 1.38,  39.0,01 50 29,+18 17.7
NN 3117 ,01 48 12,+64 11.4, 0.280,138.0, -15.0,dM2         , 11.37,     ,  67.0,01 51 51,+64 26.0
NN 3118 ,01 48 12,+64 11.2, 0.280,138.0,      ,DA6         , 14.50,     ,  67.0,01 51 51,+64 25.8
NN 3119 ,01 48 32,-06 21.8, 0.584,113.5,      ,m           , 14.60,     , 100.0,01 51 04,-06 07.2
NN 3120 ,01 48 38,+21 09.1, 0.360,180.0,      ,M4          , 13.90,     ,  56.0,01 51 24,+21 23.6
NN 3121 ,01 48 56,+46 45.2, 0.138,  1.0,  64.0,DA3         , 12.44, 0.06,  61.0,01 52 03,+47 00.1
Gl 78   ,01 49 19,-11 02.6, 0.793,133.7,   0.0,M3.5        , 11.80, 1.50,  86.0,01 51 49,-10 48.3
Gl 78.1 ,01 50 13,+29 20.2, 0.231,177.0, -16.2,F6 IV       ,  3.42, 0.48,  53.4,01 53 04,+29 34.8
NN 3122 ,01 50 22,+65 55.9, 0.135,195.0,      ,G5          ,  8.48, 1.01,  42.0,01 54 06,+66 10.5
Gl 79   ,01 50 25,-22 40.9, 0.832, 89.5,  14.1,K5/M0 V     ,  8.90, 1.41,  83.7,01 52 49,-22 26.1
Gl 80   ,01 51 52,+20 33.9, 0.144,137.9,  -4.0,A5 V        ,  2.64, 0.13,  59.0,01 54 38,+20 48.5
Gl 81   ,01 54 01,-51 51.4, 0.743, 66.1,  -6.3,G5 IV       ,  3.70, 0.85,  54.8,01 55 58,-51 36.5
Gl 81   ,01 54 01,-51 51.4, 0.743, 66.1,      ,            , 10.70,     ,  54.8,01 55 58,-51 36.5
Gl 81.1 ,01 54 43,-10 29.0, 0.440,238.8,  -9.9,G5 IV       ,  6.42, 0.82,  33.0,01 57 10,-10 14.6
Gl 81.1 ,01 54 45,-10 29.4, 0.438,239.0,  -9.0,m           , 11.21, 1.38,  33.0,01 57 12,-10 15.0
Gl 81.2 ,01 54 52,-60 28.4, 0.473, 66.6,   0.4,K5 V        ,  8.60, 1.16,  57.0,01 56 32,-60 13.6
Gl 81.3 ,01 55 06,-52 00.8, 0.430, 54.0,   3.8,F8 V        ,  6.10, 0.48,  40.0,01 57 00,-51 46.0
Gl 82   ,01 55 54,+58 16.9, 0.351,124.0,  -8.8,dM4  e      , 12.21, 1.56,  78.5,01 59 23,+58 31.3
Gl 82.1 ,01 56 10,+32 58.3, 0.431,144.9, -35.5,dG7         ,  7.14, 0.78,  51.0,01 59 06,+33 12.6
GJ 1041 ,01 56 36,+03 16.5, 0.291, 90.0,      ,k-m         , 10.98, 1.52,  93.0,01 59 13,+03 31.0
GJ 1041 ,01 56 36,+03 16.5, 0.291, 90.0,      ,m           , 14.00,     ,  93.0,01 59 13,+03 31.0
NN 3123 ,01 56 57,+43 31.2, 0.276,155.0,      ,m           , 13.01,     ,  41.0,02 00 03,+43 45.5
NN 3124 ,01 57 09,+36 25.4, 0.268,165.0,      ,m           , 13.93,     ,  40.0,02 00 08,+36 39.7
Gl 83   ,01 57 12,-61 48.8, 0.270, 83.0,  15.2,F0 V        ,  2.86, 0.28,  39.6,01 58 47,-61 34.2
NN 3125 ,01 57 25,+73 18.1, 0.319,104.0,      ,m           , 14.12, 1.90,  95.0,02 01 54,+73 32.5
Gl 83.1 ,01 57 28,+12 50.1, 2.097,147.8, -31.0,dM8  e      , 12.28, 1.80, 223.8,02 00 13,+13 03.1
NN 3126 ,01 57 56,+63 31.8, 0.290,246.0,      ,M4          , 11.03, 1.54, 100.0,02 01 35,+63 46.2
NN 3127 ,01 58 21,-10 35.5, 0.516,223.9,      ,m           , 14.10,     ,  42.0,02 00 47,-10 21.3
Wo 9067 ,01 59 28,+03 42.1, 0.482,225.3, -48.0,K4          , 10.62, 1.22,  26.0,02 02 03,+03 56.3
Wo 9067 ,01 59 28,+03 42.3, 0.482,225.3,      ,M1.5        , 12.40,     ,  26.0,02 02 03,+03 56.5
NN 3128 ,01 59 37,+10 06.0, 0.715,246.4,      ,m           , 15.61, 2.02, 112.0,02 02 15,+10 20.2
NN 3129 ,02 00 01,+13 20.3, 0.472,103.0,      ,dM5  :      , 14.27,     ,  58.0,02 02 44,+13 34.6
NN 3130 ,02 00 49,+35 21.1, 0.061,250.8,      ,G5          ,  8.36,     ,  78.0,02 03 47,+35 35.5
NN 3131 ,02 01 01,-21 27.8, 0.464,209.7,      ,M3          , 11.21, 1.46,  77.0,02 03 21,-21 13.8
Gl 83.4 ,02 01 55,-45 39.2, 0.333, 78.6,  42.7,G3 V        ,  7.31, 0.69,  37.0,02 03 56,-45 24.8
Gl 83.4 ,02 01 55,-45 39.2, 0.333, 78.6,      ,            , 11.50,     ,  37.0,02 03 56,-45 24.8
NN 3132 ,02 01 57,-02 06.8, 0.832,224.2,      ,m           , 13.90,     ,  46.0,02 04 28,-01 53.0
NN 3133 ,02 02 35,-15 55.0, 0.034,156.0,      ,K0 V        ,  7.78,     ,  42.0,02 04 59,-15 40.7
Gl 84   ,02 02 37,-17 51.1, 1.299, 96.8, -35.0,M3          , 10.19, 1.51, 118.0,02 05 04,-17 36.9
Gl 84.1 ,02 03 07,-28 18.8, 0.548, 40.2,      ,M0.5        , 10.92, 1.40,  47.0,02 05 24,-28 04.1
Gl 84.1 ,02 03 08,-28 17.9, 0.548, 40.2,      ,M3.5        , 12.80, 1.50,  47.0,02 05 25,-28 03.2
NN 3134 ,02 03 23,+64 03.1, 0.284,125.0,      ,m           , 14.31,     ,  48.0,02 07 10,+64 17.2
NN 3135 ,02 03 38,-30 25.0, 0.537,282.2,      ,M3.5        , 12.15,     ,  65.0,02 05 50,-30 10.6
Gl 84.2 ,02 03 48,+44 57.2, 0.510,147.9,  62.0,dM0         , 10.28, 1.49,  55.3,02 06 58,+45 11.1
Gl 84.2 ,02 03 48,+44 57.2, 0.510,147.9,      ,            , 14.20,     ,  55.3,02 06 58,+45 11.1
Gl 84.3 ,02 04 21,+23 13.6, 0.239,126.8, -14.4,K2 IIIab    ,  2.00, 1.15,  46.6,02 07 10,+23 27.7
Wo 9073 ,02 05 02,-00 51.0, 0.421,215.5, -40.2,G2 V        ,  6.90, 0.61,  32.0,02 07 34,-00 37.1
Wo 9073 ,02 05 00,-00 49.8, 0.434,215.0, -39.4,K4          , 10.52, 1.24,  32.0,02 07 32,-00 35.9
NN 3136 ,02 05 38,+49 13.0, 0.384,135.0,      ,M5  :       , 12.47, 1.54,  70.0,02 08 54,+49 27.0
NN 3137 ,02 05 55,+88 10.0, 0.433,348.0,      ,m           , 12.89,     ,  49.0,02 29 22,+88 24.1
Gl 85   ,02 05 56,-66 48.7, 1.798, 77.7, -33.0,m           , 11.52, 1.53,  49.0,02 07 23,-66 34.2
NN 3138 ,02 06 46,-16 34.9, 0.556, 82.3,      ,K7          , 10.95,     ,  40.0,02 09 11,-16 20.7
Gl 85.1 ,02 07 07,+35 12.0, 0.567,213.0,      ,M3          , 13.74, 1.48,  44.9,02 10 05,+35 25.7
NN 3139 ,02 07 10,-14 35.4, 0.629,123.3,      ,M3          , 11.82, 1.54,  63.0,02 09 36,-14 21.5
NN 3140 ,02 07 33,+11 18.0, 0.086,193.0,      ,dM4         , 12.72,     ,  90.0,02 10 14,+11 32.1
GJ 1042 ,02 08 13,+39 41.6, 1.144,115.7,  29.0,DZ7         , 14.52, 0.33,  59.2,02 11 21,+39 55.3
Gl 86   ,02 08 25,-51 04.1, 2.264, 72.9,  53.1,K0 V        ,  6.12, 0.82,  89.4,02 10 26,-50 49.4
Gl 87   ,02 09 51,+03 22.0, 2.598,223.5,  -2.7,dM2.5       , 10.06, 1.44,  86.7,02 12 21,+03 34.5
GJ 1043 ,02 10 00,+20 58.6, 0.168, 88.6,   6.0,F5 V        ,  5.27, 0.43,  43.0,02 12 48,+21 12.6
NN 3141 ,02 10 02,-63 28.0, 0.778,242.9,      ,m           , 12.25,     ,  56.0,02 11 19,-63 14.2
Gl 87.1 ,02 10 14,-02 37.6, 0.373, 99.9,  -6.0,F8 V        ,  5.67, 0.56,  34.0,02 12 47,-02 23.6
Gl 87.1 ,02 10 13,-02 37.8, 0.379, 98.7,  -5.6,G5 V        ,  7.74, 0.68,  34.0,02 12 46,-02 23.8
NN 3142 ,02 10 19,-00 13.8, 0.546, 89.2,      ,m           , 13.50,     ,  60.0,02 12 55,+00 00.2
Gl 88   ,02 10 27,-17 55.4, 0.519, 66.9,  34.9,M0          , 11.09, 1.47,  40.0,02 12 51,-17 41.2
Gl 89   ,02 10 42,-30 57.5, 0.019, 55.8,  10.0,A2 Vn       ,  5.28,-0.02,  63.0,02 12 54,-30 43.5
GJ 1044 ,02 10 50,-21 25.6, 0.332, 80.0,      ,K7 V        ,  9.88, 1.36,  47.0,02 13 11,-21 11.5
Gl 90   ,02 11 35,+67 26.6, 0.597,119.3, -12.1,K2 V        ,  7.09, 0.90,  70.0,02 15 42,+67 40.3
Gl 91   ,02 11 40,-32 16.0, 0.957,126.4,  45.5,M2.5        , 10.32, 1.50, 108.5,02 13 54,-32 02.5
GJ 1045 ,02 12 14,+17 11.5, 0.594,143.3,      ,m+          , 14.44, 1.62,  47.4,02 15 00,+17 25.0
NN 3143 ,02 12 35,+33 44.1, 0.424,156.5,      ,m           , 13.58,     ,  58.0,02 15 34,+33 57.7
NN 3144 ,02 13 12,+39 37.6, 0.196,239.0,      ,DA6         , 14.54, 0.23,  45.0,02 16 16,+39 51.4
NN 3145 ,02 13 22,-12 54.5, 0.544, 67.1,      ,M3          , 13.00, 1.50,  44.0,02 15 49,-12 40.4
Gl 91.2 ,02 13 25,-18 28.2, 0.193,199.4,   5.3,K3 V        ,  8.42, 1.02,  44.0,02 15 46,-18 14.4
Gl 91.2 ,02 13 25,-18 28.2, 0.193,199.4,      ,K           ,  9.10,     ,  44.0,02 15 46,-18 14.4
Gl 91.3 ,02 13 46,+42 44.6, 1.009,125.2,      ,DC9         , 16.20, 0.72,  50.9,02 16 58,+42 58.0
NN 3146 ,02 13 47,+13 22.1, 0.660,128.2,      ,m           , 15.79, 1.98, 118.2,02 16 31,+13 35.6
